Year,Exporter,Exporter_Region,Exporter_Alliance,UNSC_Permanent_Member,Importer,Importer_Region,Weapon_Category,Weapon_Subtype,Weapon_Class,Deal_Value_USD_M,Quantity,Deal_Framework,Technology_Transfer,Delivery_Timeline_Months,Importer_GDP_Per_Capita,Importer_Political_Stability,Importer_Democracy_Index,Importer_Conflict_Proximity,Active_Territorial_Dispute,Natural_Resource_Dependence,Importer_Military_Spend_Pct_GDP,Arms_Import_Trend,UN_Embargo,Escalation_Risk
2022,France,Europe & Central Asia,NATO,Yes,Pakistan,South Asia,Armoured Vehicles,Main Battle Tank,Offensive,105.5,7,Government-to-Government,No,23,1443,3.2,4.4,Yes,Yes,Low,5.1,Accelerating,No,High
2024,China,East Asia & Pacific,Non-Aligned,Yes,Nigeria,Sub-Saharan Africa,Armoured Vehicles,APC,Defensive,49.0,6,Government-to-Government,Yes,28,2428,3.3,4.1,Yes,No,High,5.8,Stable,No,High
2016,Russia,Europe & Central Asia,Non-Aligned,Yes,Kazakhstan,Europe & Central Asia,Armoured Vehicles,APC,Defensive,58.3,116,Government-to-Government,Yes,11,10696,4.8,3.2,No,No,High,1.6,Declining,No,Low
2024,Russia,Europe & Central Asia,Non-Aligned,Yes,Norway,Europe & Central Asia,Combat Aircraft,UAV/Drone,Offensive,907.8,64,Offset Agreement,Yes,29,81198,8.8,10.0,No,No,High,1.2,Stable,No,Low
2014,Italy,Europe & Central Asia,NATO,No,Australia,East Asia & Pacific,Naval Vessels,Corvette,Offensive,210.6,9,Foreign Military Sales (FMS),No,38,53350,8.5,8.9,No,No,Medium,2.0,Declining,No,Low
2024,Russia,Europe & Central Asia,Non-Aligned,Yes,South Korea,East Asia & Pacific,Missiles & Air Defence,Anti-Ship Missile,Offensive,79.5,18,Direct Commercial Sale,No,22,34351,6.7,8.1,Yes,Yes,Low,3.4,Declining,No,Low
2016,United Kingdom,Europe & Central Asia,NATO,Yes,India,South Asia,Helicopters,Utility Helicopter,Defensive,82.6,75,Government-to-Government,No,27,2425,5.8,6.3,Yes,Yes,Low,5.5,Accelerating,No,High
2017,Russia,Europe & Central Asia,Non-Aligned,Yes,Saudi Arabia,Middle East & North Africa,Armoured Vehicles,Main Battle Tank,Offensive,101.9,9,Bilateral Defence Pact,Yes,9,23134,4.1,2.1,Yes,No,High,3.1,Stable,No,High
2019,Turkey,Europe & Central Asia,NATO,No,Qatar,Middle East & North Africa,Artillery & Ammunition,Mortar System,Offensive,32.0,49,Foreign Military Sales (FMS),No,11,62818,6.3,2.1,No,No,High,1.5,Declining,No,Low
2014,Russia,Europe & Central Asia,Non-Aligned,Yes,Australia,East Asia & Pacific,Missiles & Air Defence,MANPADS,Defensive,258.7,69,Multilateral Programme,Yes,42,52760,8.3,9.2,No,No,Medium,2.3,Stable,No,Low
2011,Israel,Middle East & North Africa,Non-NATO Ally,No,Vietnam,East Asia & Pacific,Small Arms & Light Weapons,Assault Rifle Batch,Offensive,8.5,1,Bilateral Defence Pact,Yes,26,3823,5.2,1.7,No,Yes,Low,1.5,Declining,No,Medium
2018,United States,North America,NATO,Yes,Iraq,Middle East & North Africa,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,18.6,3,Foreign Military Sales (FMS),No,10,4831,1.7,3.6,Yes,Yes,High,5.5,Accelerating,No,High
2024,France,Europe & Central Asia,NATO,Yes,Iraq,Middle East & North Africa,Small Arms & Light Weapons,Assault Rifle Batch,Offensive,17.4,1,Offset Agreement,Yes,20,5079,1.7,4.0,Yes,Yes,High,4.7,Stable,No,High
2011,France,Europe & Central Asia,NATO,Yes,Chile,Latin America & Caribbean,Combat Aircraft,Multi-Role Aircraft,Offensive,224.1,1,Foreign Military Sales (FMS),No,28,15273,6.9,7.6,No,No,Medium,1.6,Stable,No,Low
2006,Russia,Europe & Central Asia,Non-Aligned,Yes,Philippines,East Asia & Pacific,Combat Aircraft,Trainer/Light Combat,Defensive,306.5,8,Direct Commercial Sale,No,60,3722,4.9,5.9,Yes,Yes,Low,4.8,Stable,No,High
2014,United States,North America,NATO,Yes,Japan,East Asia & Pacific,Armoured Vehicles,IFV,Offensive,119.6,115,Foreign Military Sales (FMS),Yes,18,37635,7.6,8.7,No,Yes,Low,2.8,Accelerating,No,Medium
2016,United Kingdom,Europe & Central Asia,NATO,Yes,Mexico,Latin America & Caribbean,Naval Vessels,Corvette,Offensive,121.2,26,Bilateral Defence Pact,Yes,24,10185,3.7,5.7,Yes,No,Medium,2.9,Accelerating,No,High
2014,France,Europe & Central Asia,NATO,Yes,Egypt,Middle East & North Africa,Helicopters,Utility Helicopter,Defensive,73.2,119,Direct Commercial Sale,Yes,35,3665,3.8,2.5,Yes,No,Medium,2.9,Accelerating,No,High
2007,Israel,Middle East & North Africa,Non-NATO Ally,No,Morocco,Middle East & North Africa,Combat Aircraft,Multi-Role Aircraft,Offensive,492.7,22,Direct Commercial Sale,No,66,3451,5.7,4.7,No,Yes,Medium,1.2,Accelerating,No,Medium
2006,United States,North America,NATO,Yes,Romania,Europe & Central Asia,Naval Vessels,Corvette,Offensive,549.8,82,Offset Agreement,No,52,14973,6.3,7.2,Yes,No,Low,2.2,Accelerating,No,Medium
2022,United States,North America,NATO,Yes,Morocco,Middle East & North Africa,Artillery & Ammunition,MLRS,Offensive,24.7,60,Direct Commercial Sale,No,23,3445,5.9,2.9,No,Yes,Medium,1.7,Accelerating,No,High
2012,China,East Asia & Pacific,Non-Aligned,Yes,Pakistan,South Asia,Sensors & Electronics,C4ISR Package,Defensive,45.0,39,Bilateral Defence Pact,No,11,1448,2.5,3.5,Yes,Yes,Low,6.4,Stable,No,High
2011,United States,North America,NATO,Yes,Chile,Latin America & Caribbean,Missiles & Air Defence,MANPADS,Defensive,195.7,1,Direct Commercial Sale,No,46,15817,7.3,8.0,No,No,Medium,1.8,Accelerating,No,Medium
2007,United Kingdom,Europe & Central Asia,NATO,Yes,Morocco,Middle East & North Africa,Helicopters,Transport Helicopter,Defensive,24.3,191,Foreign Military Sales (FMS),Yes,22,3894,5.2,4.6,No,Yes,Medium,0.9,Accelerating,No,Medium
2017,France,Europe & Central Asia,NATO,Yes,Egypt,Middle East & North Africa,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,36.7,60,Direct Commercial Sale,No,19,3406,4.3,2.1,Yes,No,Medium,3.1,Accelerating,No,High
2023,China,East Asia & Pacific,Non-Aligned,Yes,Brazil,Latin America & Caribbean,Helicopters,Naval Helicopter,Defensive,147.9,170,Bilateral Defence Pact,No,27,8949,4.5,7.1,No,No,Medium,2.9,Accelerating,No,Medium
2006,United States,North America,NATO,Yes,Nigeria,Sub-Saharan Africa,Naval Vessels,Frigate,Offensive,103.4,2,Foreign Military Sales (FMS),No,50,2145,3.0,4.5,Yes,No,High,5.4,Accelerating,No,High
2018,Russia,Europe & Central Asia,Non-Aligned,Yes,Poland,Europe & Central Asia,Combat Aircraft,Fighter Jet,Offensive,293.3,6,Multilateral Programme,Yes,29,16312,6.8,7.8,Yes,No,Low,2.0,Stable,No,Low
2023,Russia,Europe & Central Asia,Non-Aligned,Yes,Kenya,Sub-Saharan Africa,Missiles & Air Defence,Cruise Missile,Offensive,168.4,16,Bilateral Defence Pact,No,37,1972,4.4,5.9,Yes,No,Low,4.2,Stable,No,Medium
2018,Russia,Europe & Central Asia,Non-Aligned,Yes,Kenya,Sub-Saharan Africa,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,9.3,172,Government-to-Government,No,25,2004,4.8,5.6,Yes,No,Low,5.0,Stable,No,Medium
2020,Russia,Europe & Central Asia,Non-Aligned,Yes,Morocco,Middle East & North Africa,Helicopters,Attack Helicopter,Offensive,48.2,196,Direct Commercial Sale,No,15,3358,5.3,4.5,No,Yes,Medium,2.5,Stable,No,Medium
2011,South Korea,East Asia & Pacific,Non-NATO Ally,No,Japan,East Asia & Pacific,Helicopters,Attack Helicopter,Offensive,81.9,121,Bilateral Defence Pact,No,29,37979,8.0,8.2,No,Yes,Low,2.3,Accelerating,No,Low
2012,United States,North America,NATO,Yes,Egypt,Middle East & North Africa,Sensors & Electronics,Radar System,Defensive,55.2,2,Government-to-Government,No,18,3160,3.7,2.6,Yes,No,Medium,5.3,Stable,No,Medium
2018,Russia,Europe & Central Asia,Non-Aligned,Yes,India,South Asia,Combat Aircraft,UAV/Drone,Offensive,344.2,22,Bilateral Defence Pact,No,46,2589,5.1,7.2,Yes,Yes,Low,6.1,Declining,No,High
2009,Russia,Europe & Central Asia,Non-Aligned,Yes,Pakistan,South Asia,Naval Vessels,Submarine,Offensive,286.2,6,Government-to-Government,No,45,1517,3.9,4.1,Yes,Yes,Low,6.0,Stable,No,High
2024,Israel,Middle East & North Africa,Non-NATO Ally,No,Egypt,Middle East & North Africa,Armoured Vehicles,MRAP,Defensive,32.3,18,Foreign Military Sales (FMS),Yes,17,3447,3.8,2.8,Yes,No,Medium,4.9,Stable,No,High
2024,France,Europe & Central Asia,NATO,Yes,Kazakhstan,Europe & Central Asia,Combat Aircraft,Fighter Jet,Offensive,456.3,139,Multilateral Programme,No,26,9288,4.7,2.2,No,No,High,2.4,Accelerating,No,High
2013,Israel,Middle East & North Africa,Non-NATO Ally,No,Ukraine,Europe & Central Asia,Combat Aircraft,Trainer/Light Combat,Defensive,189.6,2,Bilateral Defence Pact,Yes,38,3897,2.5,4.9,Yes,Yes,Low,3.8,Stable,No,High
2016,China,East Asia & Pacific,Non-Aligned,Yes,Kazakhstan,Europe & Central Asia,Helicopters,Utility Helicopter,Defensive,136.2,8,Bilateral Defence Pact,Yes,24,9701,4.8,3.0,No,No,High,2.4,Stable,No,Medium
2007,Germany,Europe & Central Asia,NATO,No,Kazakhstan,Europe & Central Asia,Sensors & Electronics,C4ISR Package,Defensive,47.9,23,Foreign Military Sales (FMS),No,17,10259,5.7,3.0,No,No,High,1.7,Declining,No,Low
2021,France,Europe & Central Asia,NATO,Yes,Mexico,Latin America & Caribbean,Armoured Vehicles,MRAP,Defensive,100.0,18,Bilateral Defence Pact,No,20,10275,3.0,5.6,Yes,No,Medium,4.7,Accelerating,No,High
2016,United States,North America,NATO,Yes,Poland,Europe & Central Asia,Armoured Vehicles,APC,Defensive,107.0,4,Foreign Military Sales (FMS),No,27,17196,6.5,7.5,Yes,No,Low,4.2,Accelerating,No,Medium
2020,China,East Asia & Pacific,Non-Aligned,Yes,Norway,Europe & Central Asia,Sensors & Electronics,C4ISR Package,Defensive,91.3,2,Multilateral Programme,Yes,13,83561,8.7,9.6,No,No,High,2.5,Stable,No,Low
2022,Russia,Europe & Central Asia,Non-Aligned,Yes,Chile,Latin America & Caribbean,Combat Aircraft,UAV/Drone,Offensive,453.1,45,Foreign Military Sales (FMS),No,25,16313,6.6,9.0,No,No,Medium,1.9,Stable,No,Low
2010,United Kingdom,Europe & Central Asia,NATO,Yes,UAE,Middle East & North Africa,Missiles & Air Defence,SAM System,Defensive,176.1,41,Bilateral Defence Pact,Yes,44,44889,7.1,2.5,No,No,High,1.4,Accelerating,No,Medium
2021,Russia,Europe & Central Asia,Non-Aligned,Yes,Egypt,Middle East & North Africa,Missiles & Air Defence,MANPADS,Defensive,94.0,10,Foreign Military Sales (FMS),No,29,3369,4.1,2.0,Yes,No,Medium,6.2,Accelerating,No,High
2017,China,East Asia & Pacific,Non-Aligned,Yes,Angola,Sub-Saharan Africa,Combat Aircraft,Multi-Role Aircraft,Offensive,144.7,52,Foreign Military Sales (FMS),Yes,60,2566,3.8,3.5,No,No,High,2.0,Stable,No,Medium
2010,Sweden,Europe & Central Asia,NATO,No,Indonesia,East Asia & Pacific,Naval Vessels,Patrol Boat,Defensive,196.0,105,Government-to-Government,No,31,4224,5.4,6.6,No,Yes,Medium,2.0,Stable,No,Low
2015,South Korea,East Asia & Pacific,Non-NATO Ally,No,Brazil,Latin America & Caribbean,Combat Aircraft,Trainer/Light Combat,Defensive,243.2,37,Foreign Military Sales (FMS),Yes,38,9053,4.9,6.4,No,No,Medium,2.6,Stable,No,Medium
2021,Germany,Europe & Central Asia,NATO,No,Algeria,Middle East & North Africa,Sensors & Electronics,Targeting Pod,Offensive,5.7,36,Bilateral Defence Pact,No,7,3765,3.5,3.3,Yes,Yes,High,6.1,Stable,No,High
2021,China,East Asia & Pacific,Non-Aligned,Yes,Indonesia,East Asia & Pacific,Artillery & Ammunition,Guided Munitions,Offensive,4.5,107,Bilateral Defence Pact,No,17,4261,6.0,7.4,No,Yes,Medium,1.8,Stable,No,Medium
2018,United States,North America,NATO,Yes,Greece,Europe & Central Asia,Combat Aircraft,Trainer/Light Combat,Defensive,288.3,70,Bilateral Defence Pact,Yes,63,21621,6.4,7.6,Yes,Yes,Low,2.3,Stable,No,Medium
2015,United Kingdom,Europe & Central Asia,NATO,Yes,Bangladesh,South Asia,Small Arms & Light Weapons,Sniper System,Offensive,10.9,1,Direct Commercial Sale,No,9,2777,3.8,4.8,No,No,Low,0.9,Stable,No,Medium
2012,Russia,Europe & Central Asia,Non-Aligned,Yes,Algeria,Middle East & North Africa,Naval Vessels,Frigate,Offensive,225.2,31,Government-to-Government,No,53,4005,2.9,3.9,Yes,Yes,High,3.2,Accelerating,No,High
2020,China,East Asia & Pacific,Non-Aligned,Yes,Brazil,Latin America & Caribbean,Naval Vessels,Patrol Boat,Defensive,369.5,110,Government-to-Government,No,58,9329,4.5,7.0,No,No,Medium,1.4,Stable,No,Medium
2014,France,Europe & Central Asia,NATO,Yes,Morocco,Middle East & North Africa,Combat Aircraft,UAV/Drone,Offensive,471.5,9,Foreign Military Sales (FMS),No,28,3396,5.3,4.5,No,Yes,Medium,2.1,Accelerating,No,High
2015,United States,North America,NATO,Yes,Romania,Europe & Central Asia,Artillery & Ammunition,Mortar System,Offensive,57.3,26,Foreign Military Sales (FMS),No,11,13805,6.2,7.5,Yes,No,Low,3.7,Accelerating,No,High
2006,Russia,Europe & Central Asia,Non-Aligned,Yes,Norway,Europe & Central Asia,Combat Aircraft,Fighter Jet,Offensive,855.9,2,Foreign Military Sales (FMS),No,71,87012,9.4,9.3,No,No,High,1.8,Accelerating,No,Low
2016,China,East Asia & Pacific,Non-Aligned,Yes,Norway,Europe & Central Asia,Armoured Vehicles,IFV,Offensive,62.8,66,Foreign Military Sales (FMS),No,20,77751,9.5,9.5,No,No,High,2.7,Declining,No,Low
2015,France,Europe & Central Asia,NATO,Yes,UAE,Middle East & North Africa,Missiles & Air Defence,Anti-Ship Missile,Offensive,340.5,27,Bilateral Defence Pact,No,24,43665,7.0,1.8,No,No,High,1.5,Stable,No,Medium
2014,United Kingdom,Europe & Central Asia,NATO,Yes,Qatar,Middle East & North Africa,Combat Aircraft,Multi-Role Aircraft,Offensive,904.0,7,Bilateral Defence Pact,No,27,58850,6.9,2.1,No,No,High,2.5,Stable,No,Medium
2010,United States,North America,NATO,Yes,Philippines,East Asia & Pacific,Armoured Vehicles,Main Battle Tank,Offensive,34.5,5,Bilateral Defence Pact,No,29,3555,4.3,5.7,Yes,Yes,Low,4.7,Declining,No,High
2024,Italy,Europe & Central Asia,NATO,No,Saudi Arabia,Middle East & North Africa,Naval Vessels,Corvette,Offensive,634.2,76,Direct Commercial Sale,Yes,69,23363,4.0,1.0,Yes,No,High,4.6,Stable,No,High
2017,United Kingdom,Europe & Central Asia,NATO,Yes,Taiwan,East Asia & Pacific,Missiles & Air Defence,Cruise Missile,Offensive,172.3,89,Bilateral Defence Pact,No,31,35870,5.4,9.2,Yes,Yes,Low,4.2,Accelerating,No,High
2009,Sweden,Europe & Central Asia,NATO,No,Qatar,Middle East & North Africa,Helicopters,Transport Helicopter,Defensive,143.9,118,Bilateral Defence Pact,Yes,47,57130,6.1,1.7,No,No,High,1.4,Declining,No,Low
2006,United States,North America,NATO,Yes,Nigeria,Sub-Saharan Africa,Combat Aircraft,Fighter Jet,Offensive,124.4,55,Direct Commercial Sale,No,36,2232,2.8,4.2,Yes,No,High,2.0,Declining,No,High
2022,South Korea,East Asia & Pacific,Non-NATO Ally,No,Iraq,Middle East & North Africa,Helicopters,Naval Helicopter,Defensive,100.7,2,Offset Agreement,Yes,14,5061,2.2,3.7,Yes,Yes,High,5.1,Stable,No,High
2019,South Korea,East Asia & Pacific,Non-NATO Ally,No,Romania,Europe & Central Asia,Sensors & Electronics,Radar System,Defensive,60.2,7,Offset Agreement,Yes,16,15655,5.9,6.7,Yes,No,Low,6.0,Accelerating,No,Medium
2021,France,Europe & Central Asia,NATO,Yes,Egypt,Middle East & North Africa,Armoured Vehicles,IFV,Offensive,74.9,62,Government-to-Government,No,23,3565,3.5,2.8,Yes,No,Medium,4.0,Accelerating,No,High
2013,China,East Asia & Pacific,Non-Aligned,Yes,Taiwan,East Asia & Pacific,Artillery & Ammunition,Mortar System,Offensive,66.4,6,Foreign Military Sales (FMS),No,8,31639,6.0,8.3,Yes,Yes,Low,3.5,Accelerating,No,Medium
2021,United Kingdom,Europe & Central Asia,NATO,Yes,Qatar,Middle East & North Africa,Artillery & Ammunition,Guided Munitions,Offensive,56.1,7,Direct Commercial Sale,Yes,11,62054,6.5,2.1,No,No,High,2.8,Stable,No,Medium
2022,Israel,Middle East & North Africa,Non-NATO Ally,No,Iraq,Middle East & North Africa,Naval Vessels,Corvette,Offensive,330.0,33,Multilateral Programme,No,61,4826,2.2,3.9,Yes,Yes,High,4.4,Accelerating,No,High
2006,United Kingdom,Europe & Central Asia,NATO,Yes,Kenya,Sub-Saharan Africa,Armoured Vehicles,MRAP,Defensive,65.5,10,Government-to-Government,No,15,1940,4.5,6.0,Yes,No,Low,4.5,Accelerating,No,High
2022,Russia,Europe & Central Asia,Non-Aligned,Yes,Taiwan,East Asia & Pacific,Missiles & Air Defence,Anti-Ship Missile,Offensive,402.7,9,Offset Agreement,Yes,38,33487,6.3,7.9,Yes,Yes,Low,5.2,Accelerating,No,High
2012,China,East Asia & Pacific,Non-Aligned,Yes,UAE,Middle East & North Africa,Sensors & Electronics,Targeting Pod,Offensive,43.5,130,Foreign Military Sales (FMS),No,24,44011,6.8,1.7,No,No,High,1.0,Stable,No,Medium
2023,United States,North America,NATO,Yes,Ukraine,Europe & Central Asia,Artillery & Ammunition,MLRS,Offensive,43.6,3,Foreign Military Sales (FMS),No,19,3752,2.5,6.3,Yes,Yes,Low,3.1,Stable,No,High
2016,China,East Asia & Pacific,Non-Aligned,Yes,Brazil,Latin America & Caribbean,Helicopters,Attack Helicopter,Offensive,42.8,36,Foreign Military Sales (FMS),No,18,9870,5.0,7.1,No,No,Medium,2.8,Stable,No,Medium
2017,China,East Asia & Pacific,Non-Aligned,Yes,Ethiopia,Sub-Saharan Africa,Missiles & Air Defence,MANPADS,Defensive,107.1,1,Foreign Military Sales (FMS),Yes,32,999,2.8,2.6,Yes,Yes,Low,2.2,Stable,Yes,High
2008,Germany,Europe & Central Asia,NATO,No,Nigeria,Sub-Saharan Africa,Naval Vessels,Submarine,Offensive,108.7,4,Direct Commercial Sale,No,36,2115,2.8,4.6,Yes,No,High,6.3,Stable,No,High
2013,Israel,Middle East & North Africa,Non-NATO Ally,No,Nigeria,Sub-Saharan Africa,Armoured Vehicles,Main Battle Tank,Offensive,32.8,3,Bilateral Defence Pact,No,11,2265,3.2,4.7,Yes,No,High,2.5,Accelerating,No,High
2015,France,Europe & Central Asia,NATO,Yes,Peru,Latin America & Caribbean,Naval Vessels,Corvette,Offensive,203.6,56,Offset Agreement,No,65,6811,4.1,7.0,No,No,Medium,2.3,Stable,No,Low
2016,France,Europe & Central Asia,NATO,Yes,South Korea,East Asia & Pacific,Armoured Vehicles,Main Battle Tank,Offensive,116.1,150,Offset Agreement,No,14,33269,6.9,8.4,Yes,Yes,Low,3.7,Stable,No,Medium
2020,United States,North America,NATO,Yes,South Korea,East Asia & Pacific,Combat Aircraft,Trainer/Light Combat,Defensive,593.7,1,Direct Commercial Sale,No,41,31802,6.5,7.1,Yes,Yes,Low,6.3,Declining,No,Medium
2018,Turkey,Europe & Central Asia,NATO,No,Algeria,Middle East & North Africa,Missiles & Air Defence,SAM System,Defensive,58.5,4,Bilateral Defence Pact,No,45,3839,4.1,3.2,Yes,Yes,High,4.4,Accelerating,No,High
2014,China,East Asia & Pacific,Non-Aligned,Yes,Taiwan,East Asia & Pacific,Combat Aircraft,Fighter Jet,Offensive,710.3,11,Offset Agreement,Yes,32,33660,5.6,7.9,Yes,Yes,Low,5.0,Stable,No,High
2008,United States,North America,NATO,Yes,Peru,Latin America & Caribbean,Missiles & Air Defence,MANPADS,Defensive,191.2,72,Government-to-Government,No,40,6504,4.9,6.2,No,No,Medium,2.2,Stable,No,Low
2017,United Kingdom,Europe & Central Asia,NATO,Yes,Algeria,Middle East & North Africa,Artillery & Ammunition,MLRS,Offensive,49.4,105,Foreign Military Sales (FMS),Yes,7,4155,4.1,4.0,Yes,Yes,High,2.9,Stable,No,High
2015,Germany,Europe & Central Asia,NATO,No,Thailand,East Asia & Pacific,Armoured Vehicles,IFV,Offensive,25.8,3,Foreign Military Sales (FMS),No,13,6960,4.2,4.8,No,No,Low,2.3,Stable,No,Medium
2012,Germany,Europe & Central Asia,NATO,No,Philippines,East Asia & Pacific,Missiles & Air Defence,SAM System,Defensive,141.5,23,Foreign Military Sales (FMS),No,15,3287,4.5,5.1,Yes,Yes,Low,4.2,Accelerating,No,High
2021,Germany,Europe & Central Asia,NATO,No,Mexico,Latin America & Caribbean,Combat Aircraft,UAV/Drone,Offensive,194.3,13,Government-to-Government,No,58,9480,3.0,5.1,Yes,No,Medium,5.6,Accelerating,No,High
2012,Spain,Europe & Central Asia,NATO,No,Colombia,Latin America & Caribbean,Armoured Vehicles,Main Battle Tank,Offensive,64.8,1,Direct Commercial Sale,No,15,6664,4.2,6.8,Yes,No,Medium,2.4,Stable,No,Medium
2010,France,Europe & Central Asia,NATO,Yes,Chile,Latin America & Caribbean,Armoured Vehicles,APC,Defensive,87.9,141,Offset Agreement,Yes,14,14398,6.5,8.2,No,No,Medium,1.4,Stable,No,Low
2006,Russia,Europe & Central Asia,Non-Aligned,Yes,Indonesia,East Asia & Pacific,Naval Vessels,Corvette,Offensive,259.8,14,Direct Commercial Sale,No,53,3810,5.5,6.6,No,Yes,Medium,2.1,Accelerating,No,High
2014,Germany,Europe & Central Asia,NATO,No,Australia,East Asia & Pacific,Armoured Vehicles,APC,Defensive,35.3,2,Government-to-Government,No,19,49849,8.9,8.8,No,No,Medium,1.7,Stable,No,Low
2012,United Kingdom,Europe & Central Asia,NATO,Yes,India,South Asia,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,44.0,123,Direct Commercial Sale,Yes,27,2587,5.7,6.8,Yes,Yes,Low,5.9,Accelerating,No,High
2012,France,Europe & Central Asia,NATO,Yes,UAE,Middle East & North Africa,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,56.0,3,Foreign Military Sales (FMS),No,11,44145,6.7,2.1,No,No,High,1.1,Stable,No,Low
2013,Israel,Middle East & North Africa,Non-NATO Ally,No,UAE,Middle East & North Africa,Missiles & Air Defence,Cruise Missile,Offensive,34.6,58,Foreign Military Sales (FMS),No,25,48084,7.7,2.3,No,No,High,1.5,Accelerating,No,Medium
2024,Russia,Europe & Central Asia,Non-Aligned,Yes,Australia,East Asia & Pacific,Armoured Vehicles,APC,Defensive,171.9,154,Bilateral Defence Pact,No,14,55729,9.0,8.7,No,No,Medium,2.4,Stable,No,Low
2022,United States,North America,NATO,Yes,Nigeria,Sub-Saharan Africa,Combat Aircraft,UAV/Drone,Offensive,568.6,197,Foreign Military Sales (FMS),No,40,2138,2.9,3.8,Yes,No,High,6.1,Accelerating,No,High
2016,United States,North America,NATO,Yes,Nigeria,Sub-Saharan Africa,Naval Vessels,Submarine,Offensive,185.5,154,Government-to-Government,No,59,2209,3.5,5.0,Yes,No,High,3.1,Stable,No,High
2024,France,Europe & Central Asia,NATO,Yes,Greece,Europe & Central Asia,Small Arms & Light Weapons,ATGM,Offensive,7.8,1,Foreign Military Sales (FMS),No,12,20729,7.1,7.6,Yes,Yes,Low,4.7,Accelerating,No,High
2015,Russia,Europe & Central Asia,Non-Aligned,Yes,Peru,Latin America & Caribbean,Small Arms & Light Weapons,ATGM,Offensive,10.7,53,Foreign Military Sales (FMS),No,6,7069,4.8,6.7,No,No,Medium,2.1,Declining,No,Low
2007,United States,North America,NATO,Yes,Morocco,Middle East & North Africa,Small Arms & Light Weapons,Grenade Launcher Batch,Offensive,16.2,101,Bilateral Defence Pact,No,23,3559,5.8,3.6,No,Yes,Medium,0.9,Declining,No,Medium
